"Step","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MIN","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MAX"
"937","322981.2652055217","322981.2652055217","322981.2652055217"
"939","316788.68710740824","316788.68710740824","316788.68710740824"
"941","314289.3343803242","314289.3343803242","314289.3343803242"
"943","307866.03878679307","307866.03878679307","307866.03878679307"
"945","306236.4270608433","306236.4270608433","306236.4270608433"
"947","312125.96541278507","312125.96541278507","312125.96541278507"
"949","313611.83473478234","313611.83473478234","313611.83473478234"
"951","302422.67455651914","302422.67455651914","302422.67455651914"
"953","304757.6808214789","304757.6808214789","304757.6808214789"
"955","312656.47270309756","312656.47270309756","312656.47270309756"
"957","304914.2964431475","304914.2964431475","304914.2964431475"
"959","303410.53888198856","303410.53888198856","303410.53888198856"
"961","306883.47721328726","306883.47721328726","306883.47721328726"
"963","317968.05023153627","317968.05023153627","317968.05023153627"
"965","309080.7276269592","309080.7276269592","309080.7276269592"
"967","310135.413303287","310135.413303287","310135.413303287"
"969","304311.72097941965","304311.72097941965","304311.72097941965"
"971","307205.07851905","307205.07851905","307205.07851905"
"973","306136.4613297868","306136.4613297868","306136.4613297868"
"975","305985.7321957254","305985.7321957254","305985.7321957254"
"977","308052.45042340504","308052.45042340504","308052.45042340504"
"979","307957.89218197786","307957.89218197786","307957.89218197786"
"981","315265.20801563404","315265.20801563404","315265.20801563404"
"983","319305.8483770469","319305.8483770469","319305.8483770469"
"985","300018.3508112995","300018.3508112995","300018.3508112995"
"987","308569.7067166609","308569.7067166609","308569.7067166609"
"989","305791.45886388747","305791.45886388747","305791.45886388747"
"991","309987.4400417063","309987.4400417063","309987.4400417063"
"993","312644.8146462003","312644.8146462003","312644.8146462003"
"995","306067.1021390217","306067.1021390217","306067.1021390217"
"997","311407.9124547375","311407.9124547375","311407.9124547375"
"999","307593.389794527","307593.389794527","307593.389794527"
"1001","310076.6303356316","310076.6303356316","310076.6303356316"
"1003","306973.2263251847","306973.2263251847","306973.2263251847"
"1005","305642.04417881346","305642.04417881346","305642.04417881346"
"1007","315755.80074333976","315755.80074333976","315755.80074333976"
"1009","311681.0421482486","311681.0421482486","311681.0421482486"
"1011","307259.02246910316","307259.02246910316","307259.02246910316"
"1013","317374.0322935877","317374.0322935877","317374.0322935877"
"1015","302869.7720971768","302869.7720971768","302869.7720971768"
"1017","319616.7768914425","319616.7768914425","319616.7768914425"
"1019","312760.6194543298","312760.6194543298","312760.6194543298"
"1021","305191.5078391013","305191.5078391013","305191.5078391013"
"1023","313284.17225787434","313284.17225787434","313284.17225787434"
"1025","310783.08492984524","310783.08492984524","310783.08492984524"
"1027","311446.8960925348","311446.8960925348","311446.8960925348"
"1029","304273.7405178648","304273.7405178648","304273.7405178648"
"1031","299836.5555897436","299836.5555897436","299836.5555897436"
"1033","314686.1970306192","314686.1970306192","314686.1970306192"
"1035","304348.81232120126","304348.81232120126","304348.81232120126"
"1037","304947.9043373888","304947.9043373888","304947.9043373888"
"1039","308293.3687444122","308293.3687444122","308293.3687444122"
"1041","305330.9494665188","305330.9494665188","305330.9494665188"
"1043","310241.97043525166","310241.97043525166","310241.97043525166"
"1045","304779.03605824575","304779.03605824575","304779.03605824575"
"1047","303002.8152060714","303002.8152060714","303002.8152060714"
"1049","320771.7082215809","320771.7082215809","320771.7082215809"
"1051","321690.5782157712","321690.5782157712","321690.5782157712"
"1053","308538.0395979767","308538.0395979767","308538.0395979767"
"1055","312769.5870586574","312769.5870586574","312769.5870586574"
"1057","309057.4494770411","309057.4494770411","309057.4494770411"
"1059","304648.22964822734","304648.22964822734","304648.22964822734"
"1061","303308.50389835663","303308.50389835663","303308.50389835663"
"1063","314648.2342743271","314648.2342743271","314648.2342743271"
"1065","310571.4739907687","310571.4739907687","310571.4739907687"
"1067","312655.97169275326","312655.97169275326","312655.97169275326"
"1069","307909.8127414496","307909.8127414496","307909.8127414496"
"1071","308673.8718657494","308673.8718657494","308673.8718657494"
"1073","307893.12625676504","307893.12625676504","307893.12625676504"
"1075","308024.6962659592","308024.6962659592","308024.6962659592"
"1077","312173.1515499288","312173.1515499288","312173.1515499288"
"1079","308962.97740448604","308962.97740448604","308962.97740448604"
"1081","306599.3578346823","306599.3578346823","306599.3578346823"
"1083","310145.86616062257","310145.86616062257","310145.86616062257"
"1085","311221.09938342014","311221.09938342014","311221.09938342014"
"1087","304518.37189929193","304518.37189929193","304518.37189929193"
"1089","318641.88796034514","318641.88796034514","318641.88796034514"
"1091","309750.8282509935","309750.8282509935","309750.8282509935"
"1093","299702.66437129106","299702.66437129106","299702.66437129106"
"1095","312147.2485525824","312147.2485525824","312147.2485525824"
"1097","308108.0237971579","308108.0237971579","308108.0237971579"
"1099","309692.0075070599","309692.0075070599","309692.0075070599"
"1101","311298.5215578025","311298.5215578025","311298.5215578025"
"1103","319043.75204197294","319043.75204197294","319043.75204197294"
"1105","311758.29250491486","311758.29250491486","311758.29250491486"
"1107","303983.3754449575","303983.3754449575","303983.3754449575"
"1109","309640.6440126473","309640.6440126473","309640.6440126473"
"1111","298499.4185691","298499.4185691","298499.4185691"
"1113","300370.0735593289","300370.0735593289","300370.0735593289"
"1115","312683.93455369276","312683.93455369276","312683.93455369276"
"1117","306438.8291289448","306438.8291289448","306438.8291289448"
"1119","308858.79122638964","308858.79122638964","308858.79122638964"
"1121","313449.1395759656","313449.1395759656","313449.1395759656"
"1123","304471.2860290305","304471.2860290305","304471.2860290305"
"1125","305135.57111494517","305135.57111494517","305135.57111494517"
"1127","313038.88190679206","313038.88190679206","313038.88190679206"
"1129","303605.728504784","303605.728504784","303605.728504784"
"1131","305768.26430575387","305768.26430575387","305768.26430575387"
"1133","306137.04028750147","306137.04028750147","306137.04028750147"
"1135","309725.8514220288","309725.8514220288","309725.8514220288"
"1137","315128.2897993176","315128.2897993176","315128.2897993176"
"1139","311333.0288172197","311333.0288172197","311333.0288172197"
"1141","307411.8744023712","307411.8744023712","307411.8744023712"
"1143","313915.11391389545","313915.11391389545","313915.11391389545"
"1145","307811.0972454932","307811.0972454932","307811.0972454932"
"1147","313383.8003693243","313383.8003693243","313383.8003693243"
"1149","313878.5685781663","313878.5685781663","313878.5685781663"
"1151","315137.5653026685","315137.5653026685","315137.5653026685"
"1153","304955.0315129763","304955.0315129763","304955.0315129763"
"1155","310777.83147845144","310777.83147845144","310777.83147845144"
"1157","301747.5869510541","301747.5869510541","301747.5869510541"
"1159","302817.5652502668","302817.5652502668","302817.5652502668"
"1161","308858.2863382039","308858.2863382039","308858.2863382039"
"1163","298308.6479864039","298308.6479864039","298308.6479864039"
"1165","309225.3949187319","309225.3949187319","309225.3949187319"
"1167","314045.4637899544","314045.4637899544","314045.4637899544"
"1169","307312.61690080294","307312.61690080294","307312.61690080294"
"1171","318166.14205101307","318166.14205101307","318166.14205101307"
"1173","303735.17544425314","303735.17544425314","303735.17544425314"
"1175","316378.2770869329","316378.2770869329","316378.2770869329"
"1177","298137.4494166986","298137.4494166986","298137.4494166986"
"1179","309375.21309533017","309375.21309533017","309375.21309533017"
"1181","307614.75604077923","307614.75604077923","307614.75604077923"
"1183","313423.16279126756","313423.16279126756","313423.16279126756"
"1185","315550.869688722","315550.869688722","315550.869688722"
"1187","310322.25191925414","310322.25191925414","310322.25191925414"
"1189","307768.74523851025","307768.74523851025","307768.74523851025"
"1191","298480.91622099205","298480.91622099205","298480.91622099205"
"1193","309310.6506340693","309310.6506340693","309310.6506340693"
"1195","304609.82841796067","304609.82841796067","304609.82841796067"
"1197","311868.66513677686","311868.66513677686","311868.66513677686"
"1199","305061.56783645204","305061.56783645204","305061.56783645204"
"1201","304549.61443345057","304549.61443345057","304549.61443345057"
"1203","297689.8956106608","297689.8956106608","297689.8956106608"
"1205","310455.4809191602","310455.4809191602","310455.4809191602"
"1207","310706.6182556386","310706.6182556386","310706.6182556386"
"1209","308880.8612911728","308880.8612911728","308880.8612911728"
"1211","310133.9151884454","310133.9151884454","310133.9151884454"
"1213","314714.23654208175","314714.23654208175","314714.23654208175"
"1215","313407.66614363587","313407.66614363587","313407.66614363587"
"1217","315778.11738523684","315778.11738523684","315778.11738523684"
"1219","313872.43375278334","313872.43375278334","313872.43375278334"
"1221","313514.8902103258","313514.8902103258","313514.8902103258"
"1223","312888.1022271453","312888.1022271453","312888.1022271453"
"1225","308553.22861178743","308553.22861178743","308553.22861178743"
"1227","310545.2798257189","310545.2798257189","310545.2798257189"
"1229","308830.28977716545","308830.28977716545","308830.28977716545"
"1231","308870.68861516926","308870.68861516926","308870.68861516926"
"1233","313316.7676397516","313316.7676397516","313316.7676397516"
"1235","305844.15065486456","305844.15065486456","305844.15065486456"
"1237","298212.2541093979","298212.2541093979","298212.2541093979"
"1239","312507.9097287202","312507.9097287202","312507.9097287202"
"1241","307407.5691121988","307407.5691121988","307407.5691121988"
"1243","305011.7427186925","305011.7427186925","305011.7427186925"
"1245","309890.18665400526","309890.18665400526","309890.18665400526"
"1247","304307.6362790121","304307.6362790121","304307.6362790121"
"1249","306928.3469524378","306928.3469524378","306928.3469524378"
"1251","303849.12411871436","303849.12411871436","303849.12411871436"
"1253","308013.80630378594","308013.80630378594","308013.80630378594"
"1255","304887.2504955176","304887.2504955176","304887.2504955176"
"1257","306915.0681293318","306915.0681293318","306915.0681293318"
"1259","304702.48136393074","304702.48136393074","304702.48136393074"
"1261","307914.22458117","307914.22458117","307914.22458117"
"1263","303316.86468124005","303316.86468124005","303316.86468124005"
"1265","305728.15335846535","305728.15335846535","305728.15335846535"
"1267","307256.5572748796","307256.5572748796","307256.5572748796"
"1269","307532.98194214556","307532.98194214556","307532.98194214556"
"1271","312431.59011753096","312431.59011753096","312431.59011753096"
"1273","304517.39670655923","304517.39670655923","304517.39670655923"
"1275","314309.1410349657","314309.1410349657","314309.1410349657"
"1277","308278.4651126321","308278.4651126321","308278.4651126321"
"1279","312131.5678844232","312131.5678844232","312131.5678844232"
"1281","309684.06497096195","309684.06497096195","309684.06497096195"
"1283","303302.18357643933","303302.18357643933","303302.18357643933"
"1285","303653.50214361324","303653.50214361324","303653.50214361324"
"1287","322151.43522351695","322151.43522351695","322151.43522351695"
"1289","308795.3895229827","308795.3895229827","308795.3895229827"
"1291","311847.21610728826","311847.21610728826","311847.21610728826"
"1293","313722.2597232949","313722.2597232949","313722.2597232949"
"1295","306108.3115050687","306108.3115050687","306108.3115050687"
"1297","300402.46978229296","300402.46978229296","300402.46978229296"
"1299","306252.1783349374","306252.1783349374","306252.1783349374"
"1301","315195.7018584116","315195.7018584116","315195.7018584116"
"1303","310675.54113788996","310675.54113788996","310675.54113788996"
"1305","312804.88034349855","312804.88034349855","312804.88034349855"
"1307","306887.0295349251","306887.0295349251","306887.0295349251"
"1309","302969.44715322484","302969.44715322484","302969.44715322484"
"1311","301418.3816369987","301418.3816369987","301418.3816369987"
"1313","306326.79842414614","306326.79842414614","306326.79842414614"
"1315","304870.694410634","304870.694410634","304870.694410634"
"1317","312295.51353954803","312295.51353954803","312295.51353954803"
"1319","306804.3936004659","306804.3936004659","306804.3936004659"
"1321","301169.13342546765","301169.13342546765","301169.13342546765"
"1323","300497.4515534448","300497.4515534448","300497.4515534448"
"1325","301685.17613655946","301685.17613655946","301685.17613655946"
"1327","304494.733941857","304494.733941857","304494.733941857"
"1329","301046.00534953125","301046.00534953125","301046.00534953125"
"1331","302862.5641511465","302862.5641511465","302862.5641511465"
"1333","316153.8080303007","316153.8080303007","316153.8080303007"
